time,ax,ay,az,atotal
2.2743682861328125,-1.42,-2.0,-0.49,2.5
2.284196138381958,-0.78,-1.63,-1.6,2.41
2.2937302589416504,-0.14,-1.27,-2.38,2.7
2.3045272827148438,0.5,-1.11,-2.21,2.52
2.3139209747314453,0.34,-1.1,-1.62,1.98
2.324470043182373,-0.29,-1.03,-1.28,1.66
2.3535170555114746,-0.59,-0.94,-0.77,1.35
2.355679988861084,-0.86,-0.96,-0.06,1.29
2.3577070236206055,-1.57,-1.15,0.48,2.0
2.3640341758728027,-2.38,-1.53,1.2,3.07
2.3736929893493652,-3.27,-1.91,2.09,4.32
2.383918285369873,-4.09,-1.85,1.77,4.82
2.3933000564575195,-4.22,-1.26,-0.81,4.47
2.40370512008667,-3.26,-0.99,-4.12,5.34
2.4139320850372314,-1.71,-1.47,-5.54,5.98
2.4424819946289062,-0.55,-1.7,-4.41,4.75
2.445578098297119,-0.36,-2.31,-1.96,3.05
2.470837116241455,-0.77,-3.02,0.34,3.13
2.4729089736938477,-1.12,-3.52,2.39,4.39
2.4746551513671875,-1.51,-3.73,3.53,5.35
2.4806830883026123,-1.97,-3.86,3.99,5.89
2.4828431606292725,-2.31,-3.51,3.61,5.53
2.4927351474761963,-2.02,-2.93,2.38,4.28
2.503308057785034,-1.13,-2.47,0.87,2.85
2.5130951404571533,0.27,-2.12,-0.61,2.22
2.5229671001434326,2.12,-1.75,-1.66,3.21
2.549077033996582,4.17,-1.91,-2.6,5.27
2.551192283630371,6.08,-2.09,-2.1,6.76
2.552847146987915,6.45,-1.61,-0.42,6.66
2.5659170150756836,5.91,-1.25,0.77,6.08
2.5724802017211914,5.13,-1.07,1.09,5.35
2.5830280780792236,4.54,-0.56,1.36,4.77
2.5930099487304688,4.76,-0.04,1.49,4.98
2.6026220321655273,4.71,0.16,1.18,4.85
2.6136889457702637,4.21,0.43,0.8,4.3
2.623105049133301,3.76,0.58,0.44,3.82
2.6528501510620117,3.83,0.81,0.42,3.93
2.6555819511413574,4.38,1.08,0.42,4.53
2.6601762771606445,4.86,1.21,-0.09,5.0
2.9626312255859375,4.72,1.65,-0.33,5.01
2.9650721549987793,4.01,2.32,-0.13,4.63
2.9669032096862793,3.07,1.9,-0.97,3.73
2.9684810638427734,2.31,0.03,-2.41,3.33
2.969874143600464,1.64,-0.67,-0.88,1.97
2.9713492393493652,1.66,0.81,-0.35,1.87
2.9728121757507324,1.75,1.05,0.96,2.25
2.9786901473999023,1.85,1.22,2.72,3.5
2.980030059814453,1.84,1.31,1.14,2.53
2.9814951419830322,0.68,1.45,-0.03,1.6
2.983035087585449,0.49,1.02,-0.02,1.13
2.9845690727233887,0.63,0.62,-0.05,0.88
2.986086130142212,0.18,0.98,0.07,0.99
2.987610101699829,0.17,-0.12,-0.5,0.54
2.9891610145568848,-0.01,-0.44,-0.49,0.65
2.990525245666504,0.11,-0.56,-0.65,0.86
2.9919052124023438,-0.07,-0.09,-0.64,0.65
2.9975080490112305,-0.6,0.26,-0.35,0.74
2.9988670349121094,-0.55,-0.36,0.21,0.69
3.0002522468566895,-0.94,-0.82,0.79,1.47
3.0016050338745117,-1.56,-0.42,1.24,2.03
3.0029661655426025,-1.18,0.2,1.67,2.05
3.004301071166992,-0.4,-0.12,2.83,2.86
3.0056631565093994,-0.46,-0.59,3.11,3.19
3.007009983062744,-0.8,0.16,-2.96,3.07
3.008364200592041,-2.83,4.48,-8.24,9.79
3.0097122192382812,-4.16,3.97,-7.45,9.41
3.0159151554107666,-2.52,0.83,-3.75,4.59
3.0172762870788574,-0.36,-0.32,-0.31,0.57
3.0186281204223633,0.49,-0.9,0.99,1.42
3.0199742317199707,0.62,0.22,1.0,1.19
